1316|  86 ; 304 ; 268 ; 1435075979940 ; 90
1316|  87 ; 308 ; 273 ; 1435075980250 ; 90
1316|  88 ; 312 ; 263 ; 1435075980550 ; 90
1316|  89 ; 315 ; 258 ; 1435075980844 ; 90
1316|  90 ; 318 ; 278 ; 1435075981159 ; 90
1316|  91 ; 322 ; 262 ; 1435075981459 ; 90
1316|  92 ; 325 ; 257 ; 1435075981751 ; 90
1316|  93 ; 328 ; 261 ; 1435075982050 ; 90
1316|  94 ; 331 ; 261 ; 1435075982347 ; 90
1316|  95 ; 334 ; 266 ; 1435075982649 ; 90
1316|  96 ; 337 ; 264 ; 1435075982950 ; 90
1316|  97 ; 340 ; 263 ; 1435075983249 ; 90
1316|  98 ; 343 ; 268 ; 1435075983554 ; 90
1316|  99 ; 347 ; 266 ; 1435075983857 ; 90
1316|  100 ; 350 ; 266 ; 1435075984161 ; 90
1316|  101 ; 353 ; 262 ; 1435075984459 ; 90
1316|  102 ; 356 ; 270 ; 1435075984765 ; 90
1316|  103 ; 360 ; 287 ; 1435075985100 ; 90
1316|  104 ; 364 ; 279 ; 1435075985417 ; 90
1316|  105 ; 368 ; 264 ; 1435075985719 ; 90
1316|  106 ; 371 ; 262 ; 1435075986018 ; 90
1316|  107 ; 374 ; 269 ; 1435075986344 ; 90
1316|  108 ; 378 ; 274 ; 1435075986656 ; 90
1316|  109 ; 382 ; 261 ; 1435075986953 ; 90
1316|  110 ; 385 ; 267 ; 1435075987258 ; 90
1316|  111 ; 389 ; 263 ; 1435075987561 ; 90
1316|  112 ; 392 ; 271 ; 1435075987869 ; 90
1316|  113 ; 396 ; 259 ; 1435075988166 ; 90
1316|  114 ; 399 ; 262 ; 1435075988467 ; 90
1316|  115 ; 402 ; 259 ; 1435075988763 ; 90
1316|  116 ; 405 ; 265 ; 1435075989067 ; 90
1316|  117 ; 408 ; 268 ; 1435075989374 ; 90
1316|  118 ; 412 ; 262 ; 1435075989673 ; 90
1316|  119 ; 415 ; 259 ; 1435075989968 ; 90
1316|  120 ; 418 ; 272 ; 1435075990278 ; 90
1316|  121 ; 422 ; 259 ; 1435075990574 ; 90
1316|  122 ; 425 ; 265 ; 1435075990877 ; 90
1316|  123 ; 428 ; 268 ; 1435075991183 ; 90
1316|  124 ; 432 ; 265 ; 1435075991486 ; 90
1316|  125 ; 435 ; 265 ; 1435075991788 ; 90
1316|  126 ; 438 ; 268 ; 1435075992092 ; 90
1316|  127 ; 442 ; 260 ; 1435075992389 ; 90
1316|  128 ; 445 ; 266 ; 1435075992694 ; 90
1316|  129 ; 448 ; 268 ; 1435075992999 ; 90
1316|  130 ; 452 ; 266 ; 1435075993301 ; 100
1316|  131 ; 455 ; 262 ; 1435075993602 ; 100
1316|  132 ; 458 ; 274 ; 1435075993912 ; 90
1316|  133 ; 462 ; 262 ; 1435075994211 ; 90
1316|  134 ; 465 ; 272 ; 1435075994521 ; 90
1316|  135 ; 469 ; 266 ; 1435075994824 ; 90
1316|  136 ; 472 ; 270 ; 1435075995132 ; 90
1316|  137 ; 476 ; 267 ; 1435075995436 ; 90
1316|  138 ; 480 ; 267 ; 1435075995741 ; 90
1316|  139 ; 484 ; 266 ; 1435075996045 ; 90
1316|  140 ; 487 ; 269 ; 1435075996351 ; 90
1316|  141 ; 491 ; 266 ; 1435075996654 ; 90
1316|  142 ; 494 ; 265 ; 1435075996958 ; 100
1316|  143 ; 497 ; 305 ; 1435075997301 ; 100
1316|  144 ; 501 ; 266 ; 1435075997609 ; 100
1316|  145 ; 504 ; 266 ; 1435075997913 ; 100
1316|  146 ; 507 ; 255 ; 1435075998204 ; 100
1316|  147 ; 510 ; 266 ; 1435075998507 ; 100
1316|  148 ; 513 ; 256 ; 1435075998800 ; 100
1316|  149 ; 516 ; 261 ; 1435075999099 ; 100
1316|  150 ; 519 ; 272 ; 1435075999409 ; 100
1316|  151 ; 523 ; 263 ; 1435075999711 ; 100
1316|  152 ; 526 ; 261 ; 1435076000009 ; 100
1316|  153 ; 529 ; 264 ; 1435076000312 ; 100
1316|  154 ; 532 ; 270 ; 1435076000620 ; 100
1316|  155 ; 536 ; 264 ; 1435076000922 ; 100
1316|  156 ; 539 ; 263 ; 1435076001223 ; 90
1316|  157 ; 542 ; 264 ; 1435076001524 ; 90
1316|  158 ; 545 ; 267 ; 1435076001829 ; 90
1316|  159 ; 549 ; 266 ; 1435076002133 ; 90
1316|  160 ; 552 ; 265 ; 1435076002436 ; 90
1316|  161 ; 555 ; 269 ; 1435076002743 ; 90
1316|  162 ; 559 ; 266 ; 1435076003045 ; 90
1316|  163 ; 562 ; 269 ; 1435076003351 ; 90
1316|  164 ; 566 ; 266 ; 1435076003655 ; 90
1316|  165 ; 569 ; 267 ; 1435076003959 ; 90
1316|  166 ; 573 ; 260 ; 1435076004255 ; 90
1316|  167 ; 576 ; 264 ; 1435076004557 ; 90
1316|  168 ; 579 ; 267 ; 1435076004861 ; 90
1316|  169 ; 583 ; 263 ; 1435076005160 ; 90
1316|  170 ; 586 ; 272 ; 1435076005468 ; 90
1316|  171 ; 590 ; 263 ; 1435076005770 ; 90
1316|  172 ; 593 ; 262 ; 1435076006069 ; 90
1316|  173 ; 596 ; 281 ; 1435076006387 ; 90
1316|  174 ; 600 ; 283 ; 1435076006707 ; 90
1316|  175 ; 604 ; 281 ; 1435076007025 ; 90
1316|  176 ; 608 ; 260 ; 1435076007336 ; 90
1316|  177 ; 611 ; 265 ; 1435076007641 ; 90
1316|  178 ; 614 ; 264 ; 1435076007942 ; 90
1316|  179 ; 617 ; 266 ; 1435076008246 ; 90
1316|  180 ; 620 ; 284 ; 1435076008576 ; 90
1316|  181 ; 624 ; 263 ; 1435076008878 ; 90
1316|  182 ; 627 ; 262 ; 1435076009177 ; 90
1316|  183 ; 630 ; 268 ; 1435076009484 ; 90
1316|  184 ; 634 ; 262 ; 1435076009783 ; 90
1316|  185 ; 637 ; 260 ; 1435076010081 ; 90
1316|  186 ; 640 ; 264 ; 1435076010382 ; 90
1316|  187 ; 643 ; 266 ; 1435076010688 ; 90
1316|  188 ; 646 ; 262 ; 1435076010988 ; 90
1316|  189 ; 649 ; 266 ; 1435076011292 ; 90
1316|  190 ; 652 ; 264 ; 1435076011595 ; 90
1316|  191 ; 655 ; 264 ; 1435076011898 ; 90
1316|  192 ; 658 ; 263 ; 1435076012199 ; 90
1316|  193 ; 661 ; 266 ; 1435076012503 ; 90
1316|  194 ; 664 ; 267 ; 1435076012808 ; 90
1316|  195 ; 668 ; 264 ; 1435076013110 ; 90
1316|  196 ; 671 ; 272 ; 1435076013420 ; 90
1316|  197 ; 675 ; 264 ; 1435076013723 ; 90
1316|  198 ; 678 ; 265 ; 1435076014027 ; 90
1316|  199 ; 681 ; 260 ; 1435076014323 ; 90
1316|  200 ; 684 ; 272 ; 1435076014636 ; 90
1316|  201 ; 688 ; 267 ; 1435076014941 ; 90
1316|  202 ; 692 ; 269 ; 1435076015248 ; 90
1316|  203 ; 696 ; 268 ; 1435076015552 ; 90
1316|  204 ; 700 ; 265 ; 1435076015855 ; 90
1316|  205 ; 703 ; 264 ; 1435076016157 ; 100
1316|  206 ; 706 ; 267 ; 1435076016462 ; 100
1316|  207 ; 710 ; 265 ; 1435076016765 ; 100
1316|  208 ; 713 ; 266 ; 1435076017069 ; 100
1316|  209 ; 716 ; 281 ; 1435076017386 ; 100
1316|  210 ; 720 ; 262 ; 1435076017686 ; 100
1316|  211 ; 723 ; 262 ; 1435076017986 ; 100
1316|  212 ; 726 ; 265 ; 1435076018288 ; 100
1316|  213 ; 729 ; 262 ; 1435076018588 ; 100
1316|  214 ; 732 ; 267 ; 1435076018893 ; 100
1316|  215 ; 736 ; 268 ; 1435076019199 ; 100
1316|  216 ; 740 ; 264 ; 1435076019501 ; 100
1316|  217 ; 743 ; 268 ; 1435076019807 ; 100
1316|  218 ; 747 ; 263 ; 1435076020107 ; 100
1316|  219 ; 750 ; 279 ; 1435076020424 ; 100
1316|  220 ; 754 ; 263 ; 1435076020724 ; 100
1316|  221 ; 757 ; 270 ; 1435076021033 ; 100
1316|  222 ; 761 ; 262 ; 1435076021333 ; 100
1316|  223 ; 764 ; 272 ; 1435076021643 ; 100
1316|  224 ; 768 ; 266 ; 1435076021946 ; 100
1316|  225 ; 771 ; 268 ; 1435076022250 ; 100
1316|  226 ; 775 ; 264 ; 1435076022552 ; 100
1316|  227 ; 778 ; 266 ; 1435076022856 ; 100
1316|  228 ; 781 ; 261 ; 1435076023154 ; 100
1316|  229 ; 784 ; 267 ; 1435076023459 ; 100
1316|  230 ; 788 ; 268 ; 1435076023765 ; 100
1316|  231 ; 792 ; 266 ; 1435076024067 ; 100
1316|  232 ; 795 ; 259 ; 1435076024365 ; 100
1316|  233 ; 798 ; 268 ; 1435076024669 ; 100
1316|  234 ; 802 ; 257 ; 1435076024962 ; 100
1316|  235 ; 805 ; 260 ; 1435076025261 ; 100
1316|  236 ; 808 ; 259 ; 1435076025559 ; 100
1316|  237 ; 811 ; 257 ; 1435076025855 ; 100
1316|  238 ; 814 ; 260 ; 1435076026153 ; 100
1316|  239 ; 817 ; 260 ; 1435076026450 ; 100
1316|  240 ; 820 ; 259 ; 1435076026747 ; 100
1316|  241 ; 823 ; 279 ; 1435076027064 ; 100
1316|  242 ; 827 ; 274 ; 1435076027375 ; 100
1316|  243 ; 831 ; 261 ; 1435076027675 ; 100
1316|  244 ; 834 ; 262 ; 1435076027975 ; 100
1316|  245 ; 837 ; 275 ; 1435076028288 ; 100
1316|  246 ; 841 ; 263 ; 1435076028589 ; 100
1316|  247 ; 844 ; 285 ; 1435076028912 ; 100
1316|  248 ; 848 ; 264 ; 1435076029215 ; 100
1316|  249 ; 851 ; 261 ; 1435076029512 ; 100
1316|  250 ; 854 ; 257 ; 1435076029808 ; 100
1316|  251 ; 857 ; 264 ; 1435076030108 ; 100
1316|  252 ; 860 ; 273 ; 1435076030430 ; 100
1316|  253 ; 864 ; 269 ; 1435076030738 ; 100
1316|  254 ; 868 ; 257 ; 1435076031032 ; 100
1316|  255 ; 871 ; 267 ; 1435076031336 ; 100
1316|  256 ; 875 ; 256 ; 1435076031630 ; 100
1316|  257 ; 878 ; 270 ; 1435076031937 ; 100
1316|  258 ; 882 ; 258 ; 1435076032231 ; 100
1316|  259 ; 885 ; 268 ; 1435076032537 ; 100
1316|  260 ; 889 ; 260 ; 1435076032836 ; 100
1316|  261 ; 892 ; 266 ; 1435076033140 ; 100
1316|  262 ; 895 ; 267 ; 1435076033446 ; 100
1316|  263 ; 899 ; 269 ; 1435076033753 ; 100
1316|  264 ; 903 ; 259 ; 1435076034049 ; 100
1316|  265 ; 906 ; 267 ; 1435076034354 ; 100
1316|  266 ; 910 ; 268 ; 1435076034661 ; 100
1316|  267 ; 914 ; 268 ; 1435076034966 ; 100
1316|  268 ; 918 ; 265 ; 1435076035270 ; 100
1316|  269 ; 921 ; 269 ; 1435076035577 ; 100
1316|  270 ; 925 ; 266 ; 1435076035881 ; 100
1316|  271 ; 928 ; 267 ; 1435076036185 ; 100
1316|  272 ; 932 ; 266 ; 1435076036490 ; 100
1316|  273 ; 935 ; 277 ; 1435076036804 ; 90
1316|  274 ; 939 ; 267 ; 1435076037108 ; 90
1316|  275 ; 943 ; 279 ; 1435076037426 ; 90
1316|  276 ; 947 ; 263 ; 1435076037726 ; 90
1316|  277 ; 950 ; 273 ; 1435076038037 ; 90
1316|  278 ; 954 ; 268 ; 1435076038341 ; 90
1316|  279 ; 958 ; 266 ; 1435076038645 ; 90
1316|  280 ; 961 ; 267 ; 1435076038948 ; 90
1316|  281 ; 965 ; 266 ; 1435076039251 ; 90
1316|  282 ; 968 ; 267 ; 1435076039556 ; 90
1316|  283 ; 972 ; 264 ; 1435076039859 ; 90
1316|  284 ; 975 ; 266 ; 1435076040164 ; 90
1316|  285 ; 978 ; 265 ; 1435076040468 ; 90
1316|  286 ; 981 ; 269 ; 1435076040774 ; 90
1316|  287 ; 985 ; 268 ; 1435076041078 ; 90
1316|  288 ; 989 ; 287 ; 1435076041404 ; 90
1316|  289 ; 993 ; 261 ; 1435076041702 ; 90
1316|  290 ; 996 ; 268 ; 1435076042008 ; 100
1316|  291 ; 1000 ; 262 ; 1435076042308 ; 100
1316|  292 ; 1003 ; 274 ; 1435076042621 ; 90
1316|  293 ; 1007 ; 259 ; 1435076042917 ; 100
1316|  294 ; 1010 ; 264 ; 1435076043217 ; 100
1316|  295 ; 1013 ; 262 ; 1435076043518 ; 100
1316|  296 ; 1016 ; 271 ; 1435076043828 ; 90
1316|  297 ; 1020 ; 267 ; 1435076044132 ; 90
1316|  298 ; 1024 ; 269 ; 1435076044438 ; 90
1316|  299 ; 1028 ; 263 ; 1435076044739 ; 100
1316|  300 ; 1031 ; 268 ; 1435076045044 ; 100
1316|  301 ; 1035 ; 262 ; 1435076045342 ; 100
1316|  302 ; 1038 ; 269 ; 1435076045648 ; 100
1316|  303 ; 1042 ; 265 ; 1435076045950 ; 100
1316|  304 ; 1045 ; 269 ; 1435076046255 ; 100
1316|  305 ; 1049 ; 264 ; 1435076046558 ; 100
1316|  306 ; 1052 ; 280 ; 1435076046876 ; 100
1316|  307 ; 1056 ; 277 ; 1435076047190 ; 90
1316|  308 ; 1060 ; 265 ; 1435076047492 ; 90
1316|  309 ; 1063 ; 287 ; 1435076047815 ; 90
1316|  310 ; 1067 ; 271 ; 1435076048122 ; 90
1316|  311 ; 1071 ; 265 ; 1435076048423 ; 100
1316|  312 ; 1074 ; 282 ; 1435076048761 ; 100
1316|  313 ; 1078 ; 271 ; 1435076049083 ; 90
1316|  314 ; 1082 ; 281 ; 1435076049401 ; 90
1316|  315 ; 1086 ; 307 ; 1435076049776 ; 100
1316|  316 ; 1090 ; 270 ; 1435076050082 ; 100
1316|  317 ; 1094 ; 280 ; 1435076050399 ; 100
1316|  318 ; 1098 ; 308 ; 1435076050757 ; 100
1316|  319 ; 1102 ; 268 ; 1435076051063 ; 100
1316|  320 ; 1106 ; 263 ; 1435076051361 ; 100
1316|  321 ; 1109 ; 297 ; 1435076051710 ; 100
1316|  322 ; 1113 ; 333 ; 1435076052085 ; 90
1316|  323 ; 1117 ; 380 ; 1435076052508 ; 90
1316|  324 ; 1122 ; 386 ; 1435076052933 ; 90
1316|  325 ; 1127 ; 316 ; 1435076053288 ; 90
1316|  326 ; 1131 ; 325 ; 1435076053649 ; 90
1316|  327 ; 1135 ; 319 ; 1435076054005 ; 90
1316|  328 ; 1139 ; 342 ; 1435076054385 ; 90
1316|  329 ; 1144 ; 319 ; 1435076054742 ; 90
1316|  330 ; 1148 ; 322 ; 1435076055102 ; 90
1316|  331 ; 1152 ; 338 ; 1435076055477 ; 90
1316|  332 ; 1157 ; 310 ; 1435076055823 ; 90
1316|  333 ; 1161 ; 314 ; 1435076056175 ; 90
1316|  334 ; 1165 ; 311 ; 1435076056524 ; 90
1316|  335 ; 1169 ; 324 ; 1435076056884 ; 90
1316|  336 ; 1173 ; 327 ; 1435076057247 ; 90
1316|  337 ; 1177 ; 353 ; 1435076057638 ; 90
1316|  338 ; 1182 ; 339 ; 1435076058015 ; 90
1316|  339 ; 1187 ; 351 ; 1435076058403 ; 90
1316|  340 ; 1192 ; 317 ; 1435076058756 ; 90
1316|  341 ; 1196 ; 329 ; 1435076059123 ; 100
1316|  342 ; 1200 ; 307 ; 1435076059467 ; 100
1316|  343 ; 1204 ; 324 ; 1435076059828 ; 100
1316|  344 ; 1208 ; 312 ; 1435076060176 ; 100
1316|  345 ; 1212 ; 320 ; 1435076060532 ; 100
1316|  346 ; 1216 ; 323 ; 1435076060892 ; 100
1316|  347 ; 1220 ; 306 ; 1435076061234 ; 100
1316|  348 ; 1224 ; 307 ; 1435076061577 ; 100
1316|  349 ; 1228 ; 309 ; 1435076061924 ; 100
1316|  350 ; 1232 ; 313 ; 1435076062274 ; 100
1316|  351 ; 1236 ; 312 ; 1435076062624 ; 100
1316|  352 ; 1240 ; 330 ; 1435076062992 ; 100
1316|  353 ; 1244 ; 312 ; 1435076063340 ; 100
1316|  354 ; 1248 ; 309 ; 1435076063685 ; 100
1316|  355 ; 1252 ; 333 ; 1435076064054 ; 100
1316|  356 ; 1256 ; 312 ; 1435076064404 ; 100
1316|  357 ; 1260 ; 328 ; 1435076064768 ; 100
1316|  358 ; 1264 ; 315 ; 1435076065121 ; 100
1316|  359 ; 1268 ; 315 ; 1435076065474 ; 100
1316|  360 ; 1272 ; 331 ; 1435076065841 ; 100
1316|  361 ; 1276 ; 308 ; 1435076066185 ; 100
1316|  362 ; 1280 ; 329 ; 1435076066550 ; 100
1316|  363 ; 1284 ; 290 ; 1435076066877 ; 100
1316|  364 ; 1288 ; 307 ; 1435076067221 ; 100
1316|  365 ; 1292 ; 329 ; 1435076067588 ; 100
1316|  366 ; 1296 ; 301 ; 1435076067927 ; 100
1316|  367 ; 1300 ; 345 ; 1435076068307 ; 100
1316|  368 ; 1305 ; 317 ; 1435076068662 ; 90
1316|  369 ; 1309 ; 319 ; 1435076069017 ; 100
1316|  370 ; 1313 ; 339 ; 1435076069400 ; 90
1316|  371 ; 1318 ; 320 ; 1435076069759 ; 90
1316|  372 ; 1322 ; 318 ; 1435076070114 ; 90
1316|  373 ; 1326 ; 313 ; 1435076070466 ; 90
1316|  374 ; 1330 ; 320 ; 1435076070824 ; 90
1316|  375 ; 1334 ; 332 ; 1435076071194 ; 90
1316|  376 ; 1338 ; 339 ; 1435076071573 ; 90
1316|  377 ; 1343 ; 338 ; 1435076071949 ; 90
1316|  378 ; 1348 ; 311 ; 1435076072297 ; 90
1316|  379 ; 1352 ; 344 ; 1435076072690 ; 100
1316|  380 ; 1357 ; 341 ; 1435076073070 ; 90
1316|  381 ; 1362 ; 331 ; 1435076073438 ; 90
1316|  382 ; 1366 ; 329 ; 1435076073803 ; 90
1316|  383 ; 1370 ; 295 ; 1435076074135 ; 100
1316|  384 ; 1374 ; 332 ; 1435076074515 ; 100
1316|  385 ; 1378 ; 313 ; 1435076074865 ; 100
1316|  386 ; 1382 ; 309 ; 1435076075212 ; 100
1316|  387 ; 1386 ; 338 ; 1435076075589 ; 90
1316|  388 ; 1391 ; 313 ; 1435076075940 ; 90
1316|  389 ; 1395 ; 332 ; 1435076076311 ; 90
1316|  390 ; 1399 ; 314 ; 1435076076663 ; 90
1316|  391 ; 1403 ; 308 ; 1435076077008 ; 90
1316|  392 ; 1407 ; 316 ; 1435076077361 ; 90
1316|  393 ; 1411 ; 325 ; 1435076077726 ; 90
1316|  394 ; 1415 ; 338 ; 1435076078102 ; 90
1316|  395 ; 1420 ; 334 ; 1435076078479 ; 90
1316|  396 ; 1425 ; 323 ; 1435076078841 ; 90
1316|  397 ; 1429 ; 326 ; 1435076079217 ; 90
1316|  398 ; 1433 ; 302 ; 1435076079555 ; 100
1316|  399 ; 1437 ; 309 ; 1435076079903 ; 100
1316|  400 ; 1441 ; 312 ; 1435076080253 ; 100
1316|  401 ; 1445 ; 302 ; 1435076080593 ; 100
1316|  402 ; 1449 ; 318 ; 1435076080949 ; 100
1316|  403 ; 1453 ; 323 ; 1435076081310 ; 100
1316|  404 ; 1457 ; 339 ; 1435076081687 ; 100
1316|  405 ; 1462 ; 311 ; 1435076082036 ; 100
1316|  406 ; 1466 ; 355 ; 1435076082429 ; 90
1316|  407 ; 1471 ; 330 ; 1435076082797 ; 90
1316|  408 ; 1475 ; 303 ; 1435076083138 ; 90
1316|  409 ; 1479 ; 326 ; 1435076083503 ; 90
1316|  410 ; 1483 ; 323 ; 1435076083864 ; 90
1316|  411 ; 1487 ; 319 ; 1435076084220 ; 90
1316|  412 ; 1491 ; 321 ; 1435076084580 ; 90
1316|  413 ; 1495 ; 327 ; 1435076084945 ; 100
1316|  414 ; 1499 ; 327 ; 1435076085311 ; 100
1316|  415 ; 1503 ; 306 ; 1435076085654 ; 100
1316|  416 ; 1507 ; 329 ; 1435076086019 ; 90
1316|  417 ; 1511 ; 342 ; 1435076086398 ; 90
1316|  418 ; 1516 ; 307 ; 1435076086743 ; 100
1316|  419 ; 1520 ; 331 ; 1435076087111 ; 100
1316|  420 ; 1524 ; 321 ; 1435076087470 ; 100
1316|  421 ; 1528 ; 339 ; 1435076087846 ; 100
1316|  422 ; 1533 ; 314 ; 1435076088199 ; 100
1316|  423 ; 1537 ; 317 ; 1435076088554 ; 100
1316|  424 ; 1541 ; 334 ; 1435076088927 ; 100
1316|  425 ; 1546 ; 306 ; 1435076089270 ; 100
1316|  426 ; 1550 ; 321 ; 1435076089630 ; 100
1316|  427 ; 1554 ; 310 ; 1435076089978 ; 100
1316|  428 ; 1558 ; 315 ; 1435076090331 ; 100
1316|  429 ; 1562 ; 324 ; 1435076090693 ; 100
1316|  430 ; 1566 ; 323 ; 1435076091054 ; 100
1316|  431 ; 1570 ; 337 ; 1435076091427 ; 100
1316|  432 ; 1575 ; 311 ; 1435076091775 ; 100
1316|  433 ; 1579 ; 301 ; 1435076092114 ; 100
1316|  434 ; 1583 ; 343 ; 1435076092495 ; 100
1316|  435 ; 1588 ; 304 ; 1435076092838 ; 100
1316|  436 ; 1592 ; 329 ; 1435076093205 ; 100
1316|  437 ; 1596 ; 324 ; 1435076093566 ; 100
1316|  438 ; 1600 ; 332 ; 1435076093935 ; 100
1316|  439 ; 1604 ; 314 ; 1435076094286 ; 100
1316|  440 ; 1608 ; 329 ; 1435076094655 ; 100
1316|  441 ; 1612 ; 375 ; 1435076095067 ; 100
1316|  442 ; 1617 ; 316 ; 1435076095422 ; 100
1316|  443 ; 1621 ; 315 ; 1435076095774 ; 100
1316|  444 ; 1625 ; 318 ; 1435076096130 ; 100
1316|  445 ; 1629 ; 323 ; 1435076096498 ; 100
1316|  446 ; 1633 ; 314 ; 1435076096850 ; 100
1316|  447 ; 1637 ; 323 ; 1435076097211 ; 100
1316|  448 ; 1641 ; 324 ; 1435076097572 ; 100
1316|  449 ; 1645 ; 298 ; 1435076097906 ; 100
1316|  450 ; 1649 ; 313 ; 1435076098257 ; 100
1316|  451 ; 1653 ; 302 ; 1435076098596 ; 100
1316|  452 ; 1657 ; 319 ; 1435076098953 ; 100
1316|  453 ; 1661 ; 330 ; 1435076099320 ; 100
1316|  454 ; 1665 ; 320 ; 1435076099679 ; 100
1316|  455 ; 1669 ; 342 ; 1435076100059 ; 100
1316|  456 ; 1674 ; 347 ; 1435076100445 ; 100
1316|  457 ; 1679 ; 300 ; 1435076100783 ; 100
1316|  458 ; 1683 ; 340 ; 1435076101161 ; 100
1316|  459 ; 1688 ; 311 ; 1435076101510 ; 100
1316|  460 ; 1692 ; 331 ; 1435076101879 ; 100
